index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
162,LtdAkbar,2025-08-25T11:24:48.000Z,"Campak dan Rubella itu 2 jenis yang berbeda. Rubella scr umum tdk mematikan dibanding campak. Dulu vaksin campak yg digunakan monovalen khusus campak, skrg gabungan campak dan rubella MR.  Campak dpt dikembangkan dg embrio ayam, rubella dikembangkan dr sel MRC5 atau dr janin",https://x.com/LtdAkbar/status/1959940015691100342,0,0,0,343,NaN
163,joharighani,2025-09-28T12:34:14.000Z,"Antara program yang dijalankan termasuklah bengkel asas pertolongan cemas, saringan kesihatan wanita, pemberian suntikan vaksin MR (Measles, Rubella) bagi kanak-kanak berusia lima tahun ke bawah, ujian kesihatan, rawatan pergigian serta perkongsian pelbagai ilmu kesihatan kepada",https://x.com/joharighani/status/1972278678353838474,0,0,0,199,NaN
164,klangupk,2025-09-18T06:26:14.000Z,"Dapatkan perlindungan tambahan Measles dan Rubella untuk anak-anak anda hari ini. Vaksin percuma ini ditawarkan sehingga 12 Oktober 2025.  #SihatMilikSelangor",https://x.com/klangupk/status/1968562189649768737,0,0,0,53,NaN
165,MyHEALTHKKM,2025-09-14T02:00:01.000Z,"Vaksin Measles dan Rubella merupakan vaksin gabungan dua dalam satu.  Dengan hanya satu suntikan vaksin MR, anak-anak kita mendapat perlindungan berganda daripada dua penyakit berbahaya ini.  #mrsia #MalaysiaSihat #SihatItuSaya",https://x.com/MyHEALTHKKM/status/1967045639834894694,0,0,0,541,NaN
166,neburry,2025-10-24T01:16:33.000Z,"Adaa contoh paling gampang vaksin rubella sama je",https://x.com/neburry/status/1981530215856951687,0,0,0,26,NaN
167,AugustHardiyan,2025-10-21T06:20:15.000Z,"Vaksin itu tindakan preventif jadi walaupun udh di vaksin pun masih bisa tertular, sama seperti vaksin campak/rubella.",https://x.com/AugustHardiyan/status/1980519481719017905,0,0,0,1,NaN
168,bedugtengahawan,2025-10-21T03:25:07.000Z,"Vaksin MMR dapat menyebabkan kejadian buruk yang mengakibatkan kecacatan permanen 21 kali lebih sering daripada vaksin campak, gondongan, dan rubella yang dapat berakibat fatal atau mengakibatkan kecacatan permanen bagi anak-anak AS   Tak tahu malu, ngaku beriman menipu rakyat.",https://x.com/bedugtengahawan/status/1980475410115883485,0,0,0,86,NaN
169,SinarOnline,2025-10-01T23:43:02.000Z,"Suntikan vaksin tambahan Measles, Rubella percuma di Jualan Gudang Karangkraf  Karangkraf dengan kerjasama Klinik Kesihatan Seksyen 7 di sini akan mengadakan pemberian suntikan vaksin tambahan Measles dan Rubella secara percuma.  #SinarHarian #vaksin #JualanGudangKarangkraf",https://x.com/SinarOnline/status/1973534150780137817,0,0,0,1,NaN
170,heatjher,2025-11-18T17:22:58.000Z,"Ada anak yg buta dan tuli pernah cerita di tiktok aku lupa nama akunnya. Dia bilang mamahnya pas mengandung dia gak vaksin  rubella. Baru ketauan pas di USG, udah kejangkit virus janinnya. Raw food? Itu vior korban jg karena makan ikan mentah. Pada gak melek aja.",https://x.com/heatjher/status/1990833120107544879,0,0,0,658,NaN
171,jkn_kedah,2025-11-18T14:53:41.000Z,"This additional Measles Rubella immunization vaccine is SAFE.  There are still a handful of parents who have not obtained the additional Measles Rubella immunization for their beloved children due to doubts & concerns regarding safety and side effects after the vaccine.",https://x.com/jkn_kedah/status/1990795552137850963,0,0,0,42,NaN
172,chanmooii,2025-11-12T06:48:31.000Z,"3 penyakit, 1 vaksin, 100% perlindungan.  Campak, gondongan, dan rubella bisa menyebabkan komplikasi serius seperti pneumonia, radang otak, hingga cacat lahir pada janin.  Yuk, jadwalkan vaksinasi anak atau booster dewasa sekarang.  #Halodoc #VaksinMMR #ImunisasiAnak",https://x.com/chanmooii/status/1988499127119073575,0,0,0,533,NaN
173,petongmom,2025-01-30T22:35:39.000Z,"Setara pekerjaan itu ga penting. Tapi pendidikan dan latar belakang itu sangat penting. Pernah ga kamu nikah tapi baru tau dia ga sejalan ma kamu soal imunisasi anak? Ga sejalan sama kamu soal pentingnya pendidikan?",https://x.com/petongmom/status/1885094553470091348,0,0,0,43,NaN
174,MiraninonLita,2025-01-30T21:55:12.000Z,"30DEC 2023 ! Bayi  ADIBA HUBA AZZAHRA Meninggal Usai Suntik Imunisasi .. Baru saja menyambut kelahiran anaknya 25 Des 2023 namun beberapa hari kemudian meninggal dunia diduga setelah menerima imunisasi Hb0 di Puskesmas Pembina,Plaju,Palembang, INDONESIA !",https://x.com/MiraninonLita/status/1885084373588025667,0,0,0,347,NaN
175,nyunyekrahmawan,2025-01-30T15:18:16.000Z,"ndug cah ayu abis imunisasi PCV, Alhamdulillah sampai saat ini aman. ndak rewel, anget dikit badan nya. masih bisa bobok nyenyak. love you ndug cah ayu",https://x.com/nyunyekrahmawan/status/1884984483839152501,0,0,0,60,NaN
176,syaifen,2025-01-30T13:33:39.000Z,"Dibayangan gua 2006 tuh masih sibuk imunisasi. https://x.com/aedrik/status//aedrik/status/1884957590054191519…",https://x.com/syaifen/status/1884958154729164999,0,0,0,38,NaN
177,Rintodianssulut,2025-01-30T13:07:02.000Z,"Imunisasi Massal Gratis di UPTD Puskesmas Airmadidi:  Tingkatkan Kekebalan Tubuh, Jaga Kesehatan Bersama!  https://jendelasulut.com/imunisasi-massal-gratis-di-uptd-puskesmas-airmadidi-tingkatkan-kekebalan-tubuh-jaga-kesehatan-bersama/…",https://x.com/Rintodianssulut/status/1884951454580167160,0,0,0,28,NaN
178,deedline_,2025-01-30T12:51:58.000Z,"Help dari pagi lengan kiri gue yang bekas disuntik vaksin/imunisasi dulu kedut-kedutan terus. Normal ga ya ini?",https://x.com/deedline_/status/1884947665538171139,0,0,0,283,NaN
179,urfavvnats,2025-01-30T12:39:17.000Z,"emang agak agak bodoh nadia nadia ini mau imunisasi catin tapi gak makan dulu pantesan lemes nya naudzubillah",https://x.com/urfavvnats/status/1884944472305435014,0,0,0,84,NaN
180,Koramil03seren1,2025-01-30T12:11:07.000Z,"TNI Peduli Kesehatan, Serma Yudhi Dampingi Pelayanan KB dan Imunisasi Anak di Puskesmas Kratonan https://mnrtvnews.com/2025/01/30/tni-peduli-kesehatan-serma-yudhi-dampingi-pelayanan-kb-dan-imunisasi-anak-di-puskesmas-kratonan…",https://x.com/Koramil03seren1/status/1884937383487082748,0,0,0,19,NaN
181,Koramil03seren1,2025-01-30T12:09:09.000Z,"Peduli Kesehatan Ibu dan Anak Serma Yudhi  Dampingi Kegiatan KB Dan Imunisasi Anak     | https://sidikutama.online/2025/01/peduli-kesehatan-ibu-dan-anak-serma.html?m=1…",https://x.com/Koramil03seren1/status/1884936891113619685,0,0,0,19,NaN
182,rubrikbahasa,2025-01-30T12:00:20.000Z,"Iwan Kurniawan: Saling Tukar Vaksinasi dan Imunisasi (Tempo, 30 Jan 2021)  http://rubrikbahasa.wordpress.com/2021/01/30/saling-tukar-vaksinasi-dan-imunisasi…  Dalam bahasa  Inggris, tidak ada kata kerja “immunization” dan “vaccination”, melainkan  “immunize” dan “vaccinate”.",https://x.com/rubrikbahasa/status/1884934672292954513,0,0,0,55,NaN
183,whalienprose,2025-01-30T09:58:32.000Z,"berkat di ospek kedua kokonya, adik cantik kepikiran sembunyi di mesin cuci biar tidak jadi di imunisasi.  Papi panik, mami panik, mbak Emi dna Mba eni nangis tapi koko nya hanya tos sambil cengar cengir.   yang masukin dede ke mesin cucu kalian kan ? Hayo ngaku!",https://x.com/whalienprose/status/1884904017186439362,0,0,0,2,NaN
184,sahabatjahanam,2025-01-30T07:03:45.000Z,"lagian ngatasin stunting tuh dari usia 0 kandungan - usia 2 tahun, bukan sudah usia sekolah. Stunting juga gak cuma masalah makan tok, sistem sanitasi yang buruk pun bisa jadi penyebab stunting. Daripada maksi gratis, mending sekolah gratis, atau imunisasi paksa.",https://x.com/sahabatjahanam/status/1884860033017774128,0,0,0,1,NaN
185,kecsmgutara,2025-01-30T06:56:53.000Z,"terlindung sepenuhnya dari penyakit berbahaya dan ikut melindungi orang lain yang rentan.  Tips yang harus segera dilakukan 1.Cek buku imunisasi anak anda, masih adakah yang belum lengkap imunisasinya??  2.Segera ke Puskesmas terdekat untuk konsultasi dan melengkapi imunisasi",https://x.com/kecsmgutara/status/1884858303441928615,0,0,0,34,NaN
186,kecsmgutara,2025-01-30T06:56:42.000Z,"terlindungi oleh anak-anak lain disekitarnya yang sudah lengkap imunisasinya. Ini yang disebut herd immunity/ kekebalan masyarakat. Namun, jangan hanya tergantung pada perlindungan orang lain. Yuk, ambil peran aktif dengan memberikan imunisasi lengkap untuk si kecil agar",https://x.com/kecsmgutara/status/1884858259259150609,0,0,0,25,NaN
187,kecsmgutara,2025-01-30T06:56:31.000Z,"hak nak, tetapi juga kewajiban kita sebagai orang tua untuk melindungi mereka dari penyakit berbahaya seperti difteri, TBC, pertusis, Campak,dll.  Ayah dan Bunda, mungkin ada yang berpikir “Anak Saya gak imunisasi tapi tetap sehat, kok! Tapi tahukah, bisa jadi itu karena anak",https://x.com/kecsmgutara/status/1884858213897732332,0,0,0,39,NaN
188,kalissabitah,2025-02-27T20:14:16.000Z,"Standar tidur ku beda tiap hari tergantung besok tugas deadline jam berapa   Padahal pagi tadi muntah karena masuk angin dan tidur juga jam 3 pagi. Kata temanku ""larang mati sebelum habis semester 6"" asli imun ku kuat aja ini, terima kasih mamah ga skip imunisasi dulu.",https://x.com/kalissabitah/status/1895205833845399760,0,0,0,43,NaN
189,Garis_diagonal,2025-02-27T12:31:58.000Z,"keirian hari ini  Liat temen udah aware buat mau imunisasi HPV   Semoga diri ini segera ada rezekinya buat ikutan juga",https://x.com/Garis_diagonal/status/1895089489573544275,0,0,0,11,NaN
190,Mieju,2025-02-27T12:13:22.000Z,"Demi apa sih ternyata imunisasi aku belum lengkap? Bapak gimana sih jadi orang tua kok nggak becus gini.  Nggak mau ah, besok aku udah ada janji sama temenku yaaa Bapak kalau mau ajak aku suntik harus atur jadwal dari jauh-jauh hari.",https://x.com/Mieju/status/1895084811204837603,0,0,0,31,NaN
191,yourqkitten,2025-02-27T11:18:20.000Z,"⠀  ⠀— kakak2 yang mau periksa kehamilan, persalinan atau imunisasi anak, bisa ke @ElternHospi yaaa.. staffnya ramah2 dan dokter nyaa cantikk ganteng lhoo..    ⠀  ⠀",https://x.com/yourqkitten/status/1895070959830479091,0,0,0,41,NaN
192,_absenceoflight,2025-02-27T11:15:09.000Z,"Gue sampe ribut di tiktok gue suruh anaknya gaul sama sesama yg ga imunisasi aja eh protes katanya kok takut katanya kebal lah tilil imunisasi ga bikin kebal lu kata debus kesel bgt udh 2025 cari di google aja gabisa",https://x.com/_absenceoflight/status/1895070159406313716,0,0,0,41,NaN
193,fulia,2025-02-27T11:09:11.000Z,"Hai gais, teruntuk para bumil dan busui atau yang mau lahiran, boleh ke @ElternHospi ya, Disini ada banyak pelayanan dengan service yang terbaik, selain untuk melakukan persalinan, disini juga bisa cek kandungan dan melakukan imunisasi, gimana? Tertarik? Jangan lupa cek pinned ya",https://x.com/fulia/status/1895068656494956756,0,0,0,51,NaN
194,awnyaraa__,2025-02-27T10:34:58.000Z,"Halo semua yang mau periksa bayinya, USG, lahiran, sampai imunisasi anak bisa ke sini yups, staffnya ramah"" pol dan pelayanannya bagus bangett, jangan lupa untuk mampirrrr yak",https://x.com/awnyaraa__/status/1895060046918361125,0,0,0,32,NaN
195,calonsultannnnn,2025-02-27T09:07:14.000Z,"Imunisasi DPT selalu bikin deg-degan",https://x.com/calonsultannnnn/status/1895037968639017029,0,0,0,68,NaN
196,seraclr,2025-02-27T08:11:34.000Z,"Nemu konten ditiktok yang ibunya antivac terus anaknya gak imunisasi samsek. Tolong lah kalo antivac simpen sendirii, gausah punya anak. Jahat tau gak.",https://x.com/seraclr/status/1895023959772668345,0,0,0,18,NaN
197,cublossom,2025-02-27T06:41:12.000Z,"pemerintah gila, sampai vaksin aja langka. pasien banyak yang udah nunda imunisasi.",https://x.com/cublossom/status/1895001216238919748,0,0,0,39,NaN
198,Ryudjeans,2025-02-27T04:02:45.000Z,"- Membaca buku KIA agar mengetahui panduan menyiapkan asupan makanan yang tepat untuk anak  - Melakukan pemeriksaan rutin ke posyandu untuk memantau tahapan tumbuh kembang anak  - Memastikan anak mendapatkan imunisasi lengkap",https://x.com/Ryudjeans/status/1894961344958603457,0,0,0,49,NaN
199,purbabangkabltg,2025-03-30T17:13:05.000Z,"Presiden #AmerikaSerikat @realDonaldTrump @POTUS  membatalkan pendanaan untuk Aliansi Global untuk Vaksin dan Imunisasi, sebuah organisasi yang didirikan oleh @BillGates   Trump Telah melawan keluarga BillEugenicsGates dan Rockefeller selama lebih dari 140 TAHUN kebohongan",https://x.com/purbabangkabltg/status/1906394262142689391,0,0,0,24,NaN
200,timexsaving,2025-03-30T15:12:45.000Z,"- selain harus nanya kepada pasien, kamu juga harus nanya ke orang tua karena riwayat mereka dari lahir, tumbuh kembang dan imunisasi pun bisa membantu penegakan diagnosis.""  ""Kalau kata guru saya dulu, 80% informasi penyakit bisa didapat dari anamnesis atau tanya jawab -",https://x.com/timexsaving/status/1906363977959194994,0,0,0,48,NaN
201,Luke_Paath,2025-03-30T14:07:12.000Z,"Tdk ada Politik yg berhasil tanpa merangkul hijau & coklat, memusuhi hijau & coklat sama dgn bunuh diri Politik.  PDIP th betul ini. Knp PDIP mendukung revisi UU TNI ? krn mereka punya kepentingan & butuh perlindungan utk nasib Partainya. Jg bth imunisasi bagi kader2nya yg korup.",https://x.com/Luke_Paath/status/1906347483472822363,0,0,0,1,NaN
202,AmpedAdorer,2025-03-30T10:11:50.000Z,"Rewel sih enggak, tapi habis selesai imunisasi si Dedek, kita langsung cus ke vet buat kasih vaksin tahunan mereka.",https://x.com/AmpedAdorer/status/1906288249624305727,0,0,0,35,NaN
203,llumierc,2025-03-30T09:24:45.000Z,"ADUH lucu banget. nanti kalo si dedek dibawa imunisasi anabulnya mas juga bakal rewel minta ikut gak kira kira?",https://x.com/llumierc/status/1906276402447712569,0,0,0,54,NaN
204,HIMAKBMKMUnsoed,2025-03-30T09:10:58.000Z,"Info lengkap:  https://instagram.com/p/DHbLC1cBlum/?igsh=MTZ0bXlnemZ5bTJnNw==…  So, tunggu apalagi? Tunjukkan kreativitasmu dan jadilah bagian dari Generasi Berani Imunisasi!   Semangat Berprestasi!  -----------------------------------------------  Divisi Keilmuan Kabinet Rajut Karsa HIMA KBMKM UNSOED 2025",https://x.com/HIMAKBMKMUnsoed/status/1906272933103943824,0,0,0,40,NaN
205,HIMAKBMKMUnsoed,2025-03-30T09:09:29.000Z,"Penasaran bukan? Berikut beberapa info tentang lombanya, disimak baik-baik ya  LOMBA VIDEO KREATIF Lomba ini mengusung tema “#MengejarImunisasi”  Ayo dukung Pekan Imunisasi Dunia, dengan cara seru! Buat video pendek kreatif menggunakan jingle.",https://x.com/HIMAKBMKMUnsoed/status/1906272557218840690,0,0,0,144,NaN
206,jaehakyut,2025-03-30T07:08:45.000Z,"aku anak sehat, tubuhku kuat karena ibukku rajin dan cermat selama aku kecil aku diberi asi, makanan bergizi dan imunisasi  #GFRunTheWorldinMacau  @tawattannn #Fourthnattawat #โฟร์ทณัฐวรรธน์",https://x.com/jaehakyut/status/1906242173491916896,0,0,0,227,NaN
207,jejerytan,2025-04-29T23:50:27.000Z,"kaya tetangga gua, anaknya ada 8, gamau kb, lahiran dirumah, anaknya ga pernah imunisasi karena matanya ga percaya sama dokter  paling nyebelin nya anak nya kaya kaga keurus https://x.com/convomf/status/convomf/status/1917247535632077111…",https://x.com/jejerytan/status/1917365896227742150,0,0,0,78,NaN
208,pluviophi_le,2025-04-29T23:31:18.000Z,"Tau ga pikira mereka2 ini kek mana? Yapp tar jg ada rezekinya, bawa rezekinya, liat kedepannya aja.. KB haram vaksin haram imunisasi haram wkwk Kenyataannya begini. Gabisa ngontrol tp sok2an",https://x.com/pluviophi_le/status/1917361076502683878,0,0,0,104,NaN
209,mantannyaichang,2025-04-29T23:16:40.000Z,"1. Gagal edukasi? Wah mainnya kurang jauh.   Itu kader-kader di desa udah sampai busa ngadain acara utk edukasi.  Jangankan edukasi, soal imunisasi saja sampai harus didatengin ke rumah-rumah.",https://x.com/mantannyaichang/status/1917357396554572023,0,0,0,1,NaN
210,KenapaGwWNI,2025-04-29T23:14:08.000Z,"Masalahnya ortu konservatif yang nentang childfree ini, uronically, adalah ortu yang biasanya ga pantes jadi ortu  Ex : ortu antivaxx yang gamau ngasih imunisasi ke anaknya karena alesan sesepele ""nanti anaknya rewel gegara demam mulu""",https://x.com/KenapaGwWNI/status/1917356758433231136,0,0,0,858,NaN
211,enimia21,2025-04-29T14:43:54.000Z,"Fypku dari tiga hari sampe hari ini imunisasi sama adek2 SMA wisuda pake selempang merah Mulu muak aku",https://x.com/enimia21/status/1917228355105202403,0,0,0,40,NaN
212,wuu_Hz,2025-04-29T14:21:07.000Z,"hampir sama kayak ini yaa, punya pasangan aja enggak tau-tau disuruh bawa anak imunisasi wkwk",https://x.com/wuu_Hz/status/1917222621743288361,0,0,0,25,NaN
213,puji2024,2025-04-29T13:48:11.000Z,"Kemenkes Akui Masih Ada Tantangan Dalam Meningkatkan Cakupan Imunisasi di Indonesia https://suaranegeri.com/2025/04/kemenkes-akui-masih-ada-tantangan-dalam.html… Selasa Malam",https://x.com/puji2024/status/1917214331806384512,0,0,0,26,NaN
214,RsudPemkotTsm,2025-04-29T13:46:30.000Z,"Lindungi anak dari TBC! Berikan imunisasi BCG sebelum usia 1 tahun, ajarkan etika batuk, dan jaga kebersihan lingkungan. TBC menular lewat udara, yuk cegah sejak dini! #SobatDokar #TBC #ImunisasiBCG #RSUDSoekardjo",https://x.com/RsudPemkotTsm/status/1917213906680119391,0,0,0,71,NaN
215,Urpin168,2025-04-29T13:45:49.000Z,"Kemenkes Akui Masih Ada Tantangan Dalam Meningkatkan Cakupan Imunisasi di Indonesia https://suaranegeri.com/2025/04/kemenkes-akui-masih-ada-tantangan-dalam.html… Vasektomi",https://x.com/Urpin168/status/1917213735120523501,0,0,0,34,NaN
216,TedInvestigasi,2025-04-29T13:32:08.000Z,"Ini apaaa??? Saya menggugat Kemenkes karena mereka merahasiakan data risiko vaksinasi/imunisasi, kemudian mereka mengancam saya di sidang! Gila!!!!",https://x.com/TedInvestigasi/status/1917210293157155307,0,0,0,3,NaN
217,jimseamy,2025-05-30T23:52:19.000Z,"Klo dliat2 dia pling seimbang apalagi ada pelampungbya , body juga lebih slim makanya bisa satsetsatset  Imunisasi, vitamin  lengkap betapa sehat kali anak alpukat itu",https://x.com/jimseamy/status/1928600392884977998,0,0,0,40,NaN
218,rsudbdh,2025-05-30T09:04:00.000Z,"Halo Sobat BDH!  Vaksin MMR adalah salah satu vaksin yang paling penting untuk anak-anak dan orang dewasa yang belum pernah terinfeksi atau divaksinasi.  Simak informasi lengkapnya dan pelajari bagaimana vaksin MMR dapat membantu menjaga kesehatan Anda dan keluarga!  #Imunisasi",https://x.com/rsudbdh/status/1928376838709248430,0,0,0,57,NaN
219,DibDil,2025-05-30T06:00:34.000Z,"Kurang zat buatkan anak jadi,   Imunisasi lemah  degil tak dengar cakap  mental tak fokus  Ikut kajian 30 tahun, Tok Abah hasilkan Excel PRO, Jom cuba dengan link dibawah.   https://WhatsappTokAbahXpro.wasap.my https://WhatsappTokAbahXpro.wasap.my https://WhatsappTokAbahXpro.wasap.my   #excelpro #dibdil",https://x.com/DibDil/status/1928330677440647364,0,0,0,9,NaN
220,caqiff,2025-05-30T05:27:32.000Z,"Halo kak boleh kinta pedoman imunisasi idainya ga ya kak makasihh kak sebelumnya",https://x.com/caqiff/status/1928322364594332143,0,0,0,96,NaN
221,aldora__enigma,2025-05-30T04:58:41.000Z,"Bahkan tunjangannya sampe 30jt nanti dapet akses periksa RS gratis kalo sakit, imunisasi, konsultasi tumbuh kembang gratis",https://x.com/aldora__enigma/status/1928315102358348272,0,0,0,31,NaN
222,teukkieduckie,2025-05-30T03:40:18.000Z,"Iya lagi  kata kakakku sampe males dia bawa suaminya tiap imunisasi anaknya. Lebay katanya",https://x.com/teukkieduckie/status/1928295374952788393,0,0,0,176,NaN
223,UlyaAmaranggana,2025-05-30T03:28:28.000Z,"suami saya bisa ngurus pajak motor,ke bengkel,ngerakit komputer sendiri g perlu ke itc,tp utk urusan ke rs dri pendaftaran sampe jelasin ke dokter bisa,malah lebih sering anak imunisasi&berobat cm berdua bapaknya.anak kena tb suami yg kasih obatnya tiap pagi.ngurus anak jg bisa",https://x.com/UlyaAmaranggana/status/1928292397512806453,0,0,0,186,NaN
224,JulianaPutong,2025-05-29T18:57:28.000Z,"Tolak imunisasi, vaksinasi, merusak kesehatan, kita bukan laler yg  makan virus",https://x.com/JulianaPutong/status/1928163802316415252,0,0,0,37,NaN
225,kominfodiy,2025-06-29T15:05:44.000Z,"Imunisasi ini 𝐆𝐑𝐀𝐓𝐈𝐒 di fasilitas kesehatan pemerintah, lho! Jangan sampai terlewat, Sedulur!   Yuk, cek jadwal lengkapnya di infografis diatas  𝐏𝐚𝐬𝐭𝐢𝐤𝐚𝐧 𝐚𝐧𝐚𝐤-𝐚𝐧𝐚𝐤 𝐤𝐢𝐭𝐚 𝐝𝐚𝐩𝐚𝐭 𝐡𝐚𝐤 𝐤𝐞𝐬𝐞𝐡𝐚𝐭𝐚𝐧𝐧𝐲𝐚 𝐬𝐞𝐣𝐚𝐤 𝐝𝐢𝐧𝐢!",https://x.com/kominfodiy/status/1939339509004386545,0,0,0,79,NaN
226,kominfodiy,2025-06-29T15:05:38.000Z,"Imunisasi bukan cuma soal suntik, tapi investasi kesehatan  𝐣𝐚𝐧𝐠𝐤𝐚 𝐩𝐚𝐧𝐣𝐚𝐧𝐠 yang tidak boleh diabaikan!",https://x.com/kominfodiy/status/1939339482223841677,0,0,0,15,NaN
227,pvhenyl,2025-06-29T13:52:02.000Z,"Eyoow ges, yuk mampir di rs kece ku enih, yang mau usg, lahiran, imunisasi anaknya, program hamil, bisa betul disini. Yok gaskaan, nanti jumpa dokter kece seperti ak",https://x.com/pvhenyl/status/1939320958906687880,0,0,0,343,NaN
228,neogguk_97,2025-06-29T13:49:13.000Z,"Hai teman teman..  Kalau ada yg mau periksa usg, lahiran, imunisasi anak bisa di @ElternHospi staff nya ramah ramah dan sangat membantuu lohh",https://x.com/neogguk_97/status/1939320251679940862,0,0,0,153,NaN
229,sexy_killer404,2025-06-29T12:29:56.000Z,"Bahkan Jepang Sudah Mengakhiri Wajib Vaksinasi Anak, Kematian Bayi Mendadak,  'Menghilang'  Apa emak² orang Jepang bodoh ya gak syg anak?  Bahan baku imunisasi itu tp  udh dihalalkan kok, dicuci Milyaran x, dg Mesin Cuci Ultra Clean buatan Kementerian Kesehatan RI  di Labnya.",https://x.com/sexy_killer404/status/1939300299971465239,0,0,0,1,NaN
230,IniSiblackkkk,2025-06-29T11:36:58.000Z,"Lah yang bikin vidio edukasi cara membikin adek bayi aja dibiarin, masa itu yang mengimplementasikan imunisasi buat hewan ga boleh?",https://x.com/IniSiblackkkk/status/1939286971668656392,0,0,0,118,NaN
231,homenumravelio,2025-06-29T11:24:16.000Z,"Udah gt ga imunisasi",https://x.com/homenumravelio/status/1939283775097303455,0,0,0,872,NaN
232,nanadulcet_,2025-06-29T10:12:57.000Z,"untuk bunda bundi atau calon bunda bundi yang mau cek kehamilan atau imunisasi anak bisaa ke sini lohh. oh iyaa buat pasangan mau promil jugaa bisa kesinii. ayoo mampiir!!",https://x.com/nanadulcet_/status/1939265827603382696,0,0,0,113,NaN
233,joesvult,2025-06-29T06:22:34.000Z,"anti imunisasi sejak dini karna hidup pasrah hanya di tangan Tuhan",https://x.com/joesvult/status/1939207848535433547,0,0,0,1,NaN
234,mymarchae,2025-06-29T02:41:49.000Z,"sesimple lu block masa ga bisa? ini yg di fb org bego pemicu war apa gmn si?  KATA GUA MAH MENDING MULUNG SIAPIN AMUNISI IMUNISASI KONSUMSI ETC BUAT HOLO NYA YAELAH. masi aje anjing",https://x.com/mymarchae/status/1939152296245682660,0,0,0,71,NaN
235,bzzrhj,2025-06-28T16:23:09.000Z,"Ngrumati dapuranmu ndek bayi juga kesel mbak. Nyewoki, nyusuni, ganti popok, ngeter imunisasi, melekan goro2 mual, durung maneh angel ngising. Kalau di tanya yg minta anak siapa? Yg jawabnya gak ada yg minta, itu naluri manusia dan pemberian dari Gusti Allah. Ngoten ndoro",https://x.com/bzzrhj/status/1938996601097527328,0,0,0,153,NaN
236,rainbowrain97,2025-06-28T15:06:17.000Z,"Jadi rindu masa-masa menjadi bidan seutuhnya. Menangani pemeriksaan hamil-persalinan-nifas sampai imunisasi. Dunia kerjaku sekarang lebih ke menjadi perawat dokter umum gigi dan bidan di poli kandungan saja",https://x.com/rainbowrain97/status/1938977257403621546,0,0,0,116,NaN
237,pemkab_brebes,2025-06-28T13:31:32.000Z,"UNICEF Indonesia Bersama Dinkesda, Kemenag, Dindikpora, Puskesmas & sekolah di Kabupaten Brebes menggelar Diskusi Kolaborasi ""Jaga Bersama""di Gedung IDI Brebes dengan Fokus utama meningkatkan cakupan imunisasi HPV untuk mencegah kanker serviks sejak usia dini.",https://x.com/pemkab_brebes/status/1938953411854246245,0,0,0,133,NaN
238,jmndcastle_,2025-06-28T13:30:04.000Z,"taunya kita udah ngebadut, aslinya itu tuh bekas suntik imunisasi gitu loh https://t.co/TVq78JktvU",https://x.com/jmndcastle_/status/1938953045523718451,0,0,0,29,NaN
239,ElternHospi,2025-06-28T12:47:36.000Z,"—— ☘︎ 𝐑𝐄𝐖𝐀𝐑𝐃 𝐅𝐎𝐑 𝐁𝐀𝐁𝐘 ☘︎ —— ㅤ to : Aquiliana Sekar Wicaksono   Yeay, selamat untuk baby. Hari ini imunisasinya lancar ya! Ada reward dari dokter, semoga suka Janan yupaa minum cucu biar cepet besar ^^  See you imunisasi selanjutnya!   ✎ @.ElternHospi",https://x.com/ElternHospi/status/1938942358487474371,0,0,0,254,NaN
240,haibundacom,2025-07-30T16:35:15.000Z,"Ketahui Jadwal Imunisasi Anak Usia 0-6 Bulan agar Tak Terlewat",https://x.com/haibundacom/status/1950596058276671744,0,0,0,12,NaN
241,die_letma,2025-07-30T15:08:47.000Z,"Ala Kalyan tawu... Dulu pas imunisasi SD kelas 1 aku vaksin paling terakhir Krn loncat² sambil nangis kabur Sampek di pegangin banyak orang trs pas aku dah terpojok nakesnya ku tendangin   Maaf bangett buat nakes sm guru² ku dulu",https://x.com/die_letma/status/1950574298915365264,0,0,0,65,NaN
242,azhariamalia12,2025-07-30T11:45:05.000Z,"meriangan bgt abis imunisasi :(",https://x.com/azhariamalia12/status/1950523036349661194,0,0,0,36,NaN
243,AyoSehatKemkes,2025-07-30T08:30:00.000Z,"Imunisasi anak udah lengkap sesuai usianya belum Bun?  Nah, di usia sekolah, anak juga perlu diimunisasi. Supaya meningkatkan dan memperpanjang masa kekebalan anak dan mencegah penyakit.  #AyoSehat #Kemenkes #CekKesehatanGratis #CKGSekolah #BIAS #Imunisasi",https://x.com/AyoSehatKemkes/status/1950473943800041499,0,0,0,284,NaN
244,NutrisiKluarga,2025-07-30T06:34:33.000Z,"Itu HOAKS. Tidak ada data resmi yang menyebut terjadi KLB difteri di dua wilayah tersebut.   Waspadai hoaks kesehatan.  Bagikan postingan ini agar makin banyak yang paham dan tidak tertipu. #CekFakta #StopHoaks #Difteri #Imunisasi #KesehatanMasyarakat #Kemenkes #Jakarta #KLB",https://x.com/NutrisiKluarga/status/1950444886051963054,0,0,0,108,NaN
