index,account,postdate,tweet,link,comments,retweets,likes,views,replysource,relevance_score,veto_reason,is_indonesian,has_topic_keyword,is_relevant,borderline
97,nana_cromboloni,2024-08-20T15:28:31.000Z,"buset ini jamet darimana lagi sih?? ada ajaa manusianya, kurang suntik campak kah dulu??",https://x.com/nana_cromboloni/status/1825917838185660481,1,0,62,35,,0.0657714,,True,True,True,False
98,CakapLepas,2024-08-20T13:43:24.000Z,Presiden kamu dah kena campak bawah bas,https://x.com/CakapLepas/status/1825891386920677571,0,0,3,327,,-0.05798371,,True,True,False,True
99,mismuaku,2024-08-24T02:59:02.000Z,Kamis 17 Safar 1446 H 22 Agustus 2024 M  Kunjungan Tim Puskesmas Dalam Rangka pemberian   Vaksin MR (Measles Rubella) untuk siswa Kelas 1   HPV (Human Papiloma Virus) untuk anak sekolah Kelas V dan VI Khusus Perempuan MISMUAKU #meraihprestasidenganbudipekerti,https://x.com/mismuaku/status/1827178776826196009,0,0,3,42,,0.21228898,,True,True,True,False
100,girlsteutics,2024-08-17T13:53:35.000Z,"heh imunisasi tu penting walaupun imunisasi campak, cacar hmmmm aku bersyukur pernah dapet cacar air pas SD, ada temenku selama hidup dia belum pernah kena cacar air",https://x.com/girlsteutics/status/1824806784185614733,0,0,4,398,,0.06598011,,True,True,True,False
101,sz4848_LFC,2024-08-29T03:50:32.000Z,Kesian bapak ada hiv anti vaksin,https://x.com/sz4848_LFC/status/1829003675064545397,0,0,5,721,,0.10104403,,True,True,True,False
102,AbulFirdaus,2024-08-27T10:47:40.000Z,"Pongrekun gak cabul, Cuma aneh, anti vaksin, anti medis, anti teknologi",https://x.com/AbulFirdaus/status/1828383876281929987,1,0,4,401,,-0.016348183,,True,True,True,False
103,n_azzurajafri,2024-08-26T23:33:48.000Z,"Menarik!  Kemudian bila kadar kematian bayi dan kanak-kanak menurun asbab penemuan vaksin, wujud pula anti vaksin   Some people really take things for granted.",https://x.com/n_azzurajafri/status/1828214290459107472,3,121,227,16,,0.08383414,,False,True,False,False
104,kemlonih,2024-08-24T06:51:55.000Z,Dari mulai sekarang..udah bisa kok  kayak ke Anies yang mau diusung red bull..hehehe..enak tuhh.. buat nyentil..apa mereka lupa sama red bull dan pakde Mulyono nya?  Juga si independent yang catut katepeh dan juga anti vaksin dan flat earth  hahaha  Kuliti semua aja,https://x.com/kemlonih/status/1827237383395230090,1,0,1,130,,-0.0073714405,,True,True,True,False
105,belialrising,2024-08-22T13:58:48.000Z,Mat tanjak Misi tu anti vaksin. Nama dia naik masa tolong collect duit beli ubat 1 juta. Tapi orang dah sus bau ikan   Tengok cara sembang macam mental pun ya,https://x.com/belialrising/status/1826620036716617854,2,2,8,351,,-0.059324384,,False,True,False,False
106,koganenohikari,2024-08-19T11:23:52.000Z,"pas kecil, ortunya gk pernah ke posyandu & anti vaksin.  pas gede: https://t.co/WH8f8L4uP5",https://x.com/koganenohikari/status/1825493882739781784,1,0,3,182,,0.20718369,,True,True,True,False
107,clairvoyant_cl,2024-08-19T06:35:58.000Z,"Iya betul. Yang heda pendapat lantas mereka cap anti-vaksin, anti-science, dan lain-lain.",https://x.com/clairvoyant_cl/status/1825421429854413237,0,3,6,247,,0.0071280003,,True,True,True,False
108,nowyoucatchme,2024-08-19T02:48:06.000Z,"I might be wrong abt my theory, but at least aku tidak mempersuasif orang tua di luaran untuk menjadi anti vaksin :) Jika mmg ada yg benar berikut data, coba dijabarkan saja. Supaya org tua di luaran sana jg bisa membacanya. Dan tdk terpengaruh dgn kaum kaum antivax :))",https://x.com/nowyoucatchme/status/1825364085434909086,1,1,2,261,,0.08531764,,True,True,True,False
109,Pelangi28342329,2024-08-18T06:52:00.000Z,"Sekarang Indonesia nggak bebas polio lagi ya karena ada orang-orang yang kaya gini. Disamping pertama dulu katany dibawa oleh pekerja migran dari Afrika Utara, ditambah yg  anti vaksin gini bikin makin banyak.",https://x.com/Pelangi28342329/status/1825063079497048272,0,0,3,389,,0.12651151,,True,False,False,True
110,Jackasstupid,2024-08-18T06:12:52.000Z,Melihat para bocil blm nikah sosoan menasehati seakan dia tau dunia  Padahal bbrp dokter juga ada yg anti vaksin karena emang berkeyakinan vaksin ada efeknya,https://x.com/Jackasstupid/status/1825053228696051889,1,0,9,1,,0.06553465,,True,True,True,False
111,avantegold,2024-08-18T05:51:33.000Z,Di Indonesia tuh kenapa ya orang2 yang modelan anti vaksin kebanyakan dari kalangan muslim fanatik?!,https://x.com/avantegold/status/1825047866332868898,4,0,3,272,,0.06934965,,True,True,True,False
112,fairybeingfair,2024-08-18T05:30:45.000Z,"Wkwkwk omongan lu persis kaum anti vaksin, lu keknya jg ga percaya dokter dan nakes lainnya. Mgkn berobat lu ke org pinter kali ya make herbal2an ? Persis kek kaka ipar gw. Uda tidur tuh di kuburan gegara covid.",https://x.com/fairybeingfair/status/1825042630545486246,1,0,2,103,,0.042784125,,True,False,False,False
113,Mpok_Hanum,2024-08-18T03:29:48.000Z,"Anti vaksin biasanya sepaket dgn ketololan, dok.  Akibat pendidikan tidak merata ya begitu. Coba, kalo pemerintah fokus pendidikan, ga bakalan mapel sejarah cm pilihan. Bisa masukin dah tuh sejarah wabah flu, cacar, polio khususnya Indonesia. Rakyat jd paham",https://x.com/Mpok_Hanum/status/1825012192875553234,1,14,49,2,,0.12267572,,True,False,False,True
114,Pelangi28342329,2024-08-17T16:03:17.000Z,"Ngapain dianter ke IGD? kan katanya anti obat, anti vaksin, biarin aja atuh. Suruh tiup ubun-ubunnya aja, kali aja sembuh",https://x.com/Pelangi28342329/status/1824839426373283924,1,0,13,3,,0.018599063,,True,True,True,False
115,senininibiru,2024-08-17T13:43:51.000Z,"Nambah lg list pertanyaan kalau mau kenalan serius sama orang; ""Kamu anti vaksin ga""  Biar ga kaget orng2 kek ini masih banyak di bumi",https://x.com/senininibiru/status/1824804335546667166,0,0,2,95,,0.028813317,,True,True,True,False
116,Tan_Mar3M,2024-08-17T12:43:45.000Z,Lah yg nyatut nama anak nya (dharma) anti vaksin,https://x.com/Tan_Mar3M/status/1824789210542612522,0,0,0,226,,0.10118091,,True,True,True,False
117,AnKiiim_,2024-08-16T11:12:05.000Z,"Kemarin lewat diberandaku,  katanya kalo Abah pro vaksin, Dharma anti vaksin.. Keren si, tapi kalo lom apa² jadi maling data, apa yg layak dibanggakan dari dia",https://x.com/AnKiiim_/status/1824403753883341123,1,0,6,791,,-0.007954538,,True,True,True,False
118,putrysiregarkak,2024-08-16T09:32:36.000Z,"Mau anti vaksin mau anti kentut, mau dia baik, mau dia apa kek, kalau ketahuan maling gni ya ogah lah ngedukung",https://x.com/putrysiregarkak/status/1824378719294853339,0,1,2,65,,0.0006890595,,True,True,True,False
119,tilehopper,2024-08-16T02:50:07.000Z,>tokoh publik / politikus yang terminally online  >sering share konten konspirasi anti-vaksin >menonjolkan maskulinitas  >mengandalkan statusnya sebagai orang penting dulu  >nyalon di 2024 dan dianggap sebagai kandidat yang tujuannya rekayasa suara >pic unrelated,https://x.com/tilehopper/status/1824277430842036540,1,6,18,818,,0.1046734,,True,True,True,False
120,racikan_twt,2024-08-18T05:07:50.000Z,"Kasih twit ini, respon emak gua: ""Itu emaknya pemalas kali? Tipe yang gak mau ngurusin anaknya yang sakit sebentar krn efek samping vaksin""  Gua: ""Aku vaksin lengkap kan?""  Emak: ""Lengkap. Gratis dari pemerintah. Kan ada buku panduannya tuh dibaca. Makanya ini ibu pemalas kali""",https://x.com/racikan_twt/status/1825036865470091457,2,0,3,379,,0.097334504,,True,True,True,False
121,KemenkesRI,2024-08-27T02:18:48.000Z,"Ketinggalan itu enggak enak, apalagi ketinggalan imunisasi anak   Ayah Ibu, jangan ketinggalan program Bulan Imunisasi Anak Sekolah (BIAS) ya, karena #SetiapAnakBerhak mendapatkan imunisasi lanjutan  Ayo cek jadwal program BIAS di sekolah atau Puskesmas terdekat Ayah dan Ibu!",https://x.com/KemenkesRI/status/1828255816509726902,2,3,4,2146,,0.17516556,,True,False,False,True
122,raes_veeans,2024-08-21T12:58:02.000Z,"Karena ini Bukan Imunisasi Anak Sekolah, motto kita adalah   PANTANG PULANG SEBELUM AIR MATA MEREKA KELUAR   #candabestie  #serius",https://x.com/raes_veeans/status/1826242357643313464,3,0,6,318,,0.15231001,,True,True,True,False
123,KODIM1618TTU,2024-08-20T01:14:05.000Z,"Babinsa Koramil 1618-02/Miobar Hadiri Dan Pantau Imunisasi Anak Di Desa Noenasi.  NTT- KEFAMENANU, Senin, 19 Agustus 2024Sebagai bagian dari upaya mendukung program kesehatan nasional, Babinsa Koramil 1618-02/Miobar, Kopda Agussalim, turut hadir dan memantau jalannya kegiatan",https://x.com/KODIM1618TTU/status/1825702812413730962,0,0,1,86,,0.19079143,,True,True,True,False
124,e100ss,2024-08-19T09:15:24.000Z,Menunda Imunisasi Anak Bisa Meningkatkan Risiko Penyebaran Penyakit https://suarasurabaya.net/kelanakota/2024/menunda-imunisasi-anak-bisa-meningkatkan-risiko-penyebaran-penyakit/…,https://x.com/e100ss/status/1825461553073987626,0,1,3,1736,,0.14142156,,True,True,True,False
125,TirtoID,2024-08-30T09:13:34.000Z,"Vaksinasi Anak, Perang Mitos dan Fakta di Kalangan Orang Tua http://dlvr.it/TCYZms",https://x.com/TirtoID/status/1829447360939704404,0,0,1,2514,,0.15505832,,True,True,True,False
126,Beritasatu,2024-08-17T04:49:10.000Z,"Kasus Polio Muncul di Gaza, PBB Desak Jeda Perang untuk Vaksinasi Anak-anak https://beritasatu.com/internasional/2836174/kasus-polio-muncul-di-gaza-pbb-desak-jeda-perang-untuk-vaksinasi-anak-anak?utm_source=dlvr.it&utm_medium=twitter… #beritasatu #news #berita",https://x.com/Beritasatu/status/1824669778524639467,0,2,1,2800,,0.16699874,,True,False,False,True
127,momo_maruuu,2024-08-30T10:25:15.000Z,kipiちゃんかわいい〜,https://x.com/momo_maruuu/status/1829465400515703224,0,0,2,210,,-0.06932797,,False,False,False,False
128,suzakuslut,2024-08-30T00:17:53.000Z,kitch-iti-kipi,https://x.com/suzakuslut/status/1829312550300717069,4,0,15,576,,-0.03683926,,True,False,False,False
129,melonpanyaaa,2024-09-14T23:53:16.000Z,kirain dah mau sembuh malah kena campak,https://x.com/melonpanyaaa/status/1835104560513532055,19,0,2,492,,0.07391596,,True,True,True,False
130,ilmyxsa,2024-09-14T05:47:43.000Z,"Mula-mula kata difitnah, lepas dah keluar laporan kesihatan dan kantoi, pergi campak budak-budak ni bawah bas pulak.   Laknat lah si penunggang agama.",https://x.com/ilmyxsa/status/1834831373527663034,0,4,6,279,,-0.06510843,,False,True,False,False
131,Alamurni,2024-09-13T09:56:51.000Z,Sendiri masuk bakul pastu campak laut  @PASPusat,https://x.com/Alamurni/status/1834531680226533718,0,3,4,52,,-0.112155646,,True,True,False,True
132,mypolitiko,2024-09-13T07:53:31.000Z,"Hahahaha. Bila dah jawab, terus dia pi campak nama orang lain. Apa bendalah punya perangai",https://x.com/mypolitiko/status/1834500643803070904,7,40,114,7,,-0.17526783,,True,True,False,True
133,ikanhijo,2024-09-13T05:55:27.000Z,"Tapi di dalam rehabilitasi justru aku malah membantu perawat yang hampir kewalahan ngurusin pasien lain, membantu suggest orang untuk sembuh, hingga kemarin sempat kena campak dan ternyata orang yang aku suggest untuk sembuh masih jengukin aku dan beri aku semangat.",https://x.com/ikanhijo/status/1834470930116186438,2,0,4,1,,0.11899507,,True,True,True,False
134,mynameisazman,2024-09-12T15:17:50.000Z,Kes stokin ada nama Allah - menggelupur suruh boikot. Laju ambik tindakan. Campak tah acid ke apa dekat dekat. Merusuh  Kes liwat 402 kanak kanak - krik krik krik.,https://x.com/mynameisazman/status/1834250073611657438,0,1,1,60,,-0.02267921,,False,True,False,False
135,muizbwb,2024-09-12T09:10:02.000Z,"Waittt what? Lagu di pondok kecil tu. Bermakna bapak duk acah tabligh, campak anak2 dekat panti asuhan pastu paksa kerja. Mati2 ingatkan pasal anak2 yatim",https://x.com/muizbwb/status/1834157512771469328,0,0,3,251,,0.1211559,,True,True,True,False
136,njlqlh,2024-09-12T02:22:53.000Z,When we as a society will finally learn from this? And when will all these parent realize dengan hanya campak anak mereka ke tempat sebegini boleh pulihkan akhlak anak mereka? Anak tu tanggungjawab mak bapak bukan tempat macam ni. Bangang lah,https://x.com/njlqlh/status/1834055048113877272,0,2,2,238,,0.026583016,campak_as_throw_object,True,True,False,True
137,NurulShima_3,2024-09-11T12:05:22.000Z,"Sambal Ikan Bilis Petai, cara saya:  Goreng ikan bilis dulu. Gunakan semula minyak goreng tadi. Kalau banyak minyaknya, buang la separuh minyak tu.  1) Tumis 2 sudu besar bawang merah kisar hingga wangi. 2) Masukkan 4 sudu besar cili kering kisar. Perlahankan api supaya cili",https://x.com/NurulShima_3/status/1833839247251648669,3,10,53,2,,-0.21196026,,True,False,False,False
138,LofiRamli,2024-09-11T06:08:03.000Z,Harap ² anak najib terbaca tweet ko ni. Untong ² rosmah campak la tulang ² lebih tu sikit boleh gongong bawak balik jilat ²,https://x.com/LofiRamli/status/1833749326444855729,4,0,30,495,,-0.02623868,,True,True,True,False
139,adamyusuf88,2024-09-11T03:26:21.000Z,Mana walaun?  Patutlah sibuk back-up @Khairykj rupanya Abah diorang dah kena campak bawah bas.,https://x.com/adamyusuf88/status/1833708635178115377,20,33,158,7,,-0.08587101,,True,True,False,True
140,PoutyYuxin,2024-09-10T10:22:05.000Z,Hhhhhh yuxin sndiri campak mic then dia jugak yg kutip balik,https://x.com/PoutyYuxin/status/1833450869142249488,1,0,3,141,,-0.12565228,,True,True,False,True
141,SinarOnline,2024-09-09T14:03:07.000Z,"Mayat budak disumbat dalam beg, campak ke sungai  Kejam!   Penantian selama 19 hari keluarga seorang kanak-kanak berusia lapan tahun, Narin Guran bertukar tragis apabila mayatnya ditemukan di dalam sebuah beg sebelum dicampak ke sungai kira-kira satu kilometer dari tempat",https://x.com/SinarOnline/status/1833144105578500601,1,23,27,7,,-0.012704015,campak_as_discard,False,True,False,False
142,pndglcs,2024-09-09T09:23:50.000Z,gak mau divaksin campak padahal biar tidak dicampakkan,https://x.com/pndglcs/status/1833073820871389212,12,408,4730,46,,0.09818107,campak_as_discard,True,True,False,True
143,TemahUluBanat,2024-09-09T05:03:51.000Z,"Begitulah perempuan. Lain dicakap, lain dibayang, lain yang dibuat, lain pula kejadiannya.   Kebetulan ada baki ayam goreng kunyit, and then sambal apa tah. Tumis bawang sampai layu, masukkan cili giling sikit, campak sekali ayam dan sambal tadi. Kebabom! Haha.",https://x.com/TemahUluBanat/status/1833008392207818837,1,1,4,449,,-0.11231031,,True,True,False,True
144,bobougainvillea,2024-09-08T10:48:48.000Z,tolong campak setan setan ni dalam kolam buaya biar diorang kena kokak dengan buaya. https://x.com/scaryyjournal//scaryyjournal/status/1831720423115063613…,https://x.com/bobougainvillea/status/1832732816746201187,0,0,3,72,,-0.040305793,,True,True,False,True
145,Badacs1,2024-09-07T11:57:54.000Z,Hahaahaha dulu ayam di campak dlam pejabat nye.    Nanti kan apa pulak di campak utk fitnah nye,https://x.com/Badacs1/status/1832387819609981152,0,2,5,85,,-0.057790205,,True,True,False,True
146,sdktlpr,2024-09-07T06:55:52.000Z,Gue sebagai orang yang salah satunya kerja di bagian imunisasi kadang udah capek bgt edukasi. Mau gimanapun edukasi kek ga mempan aja gitu. Belum lama balita kena campak parah pas dicek riwayat imunisasinya kosong,https://x.com/sdktlpr/status/1832311810374226310,0,0,2,646,,0.20555189,,True,True,True,False
147,tubbirfess,2024-09-06T18:01:07.000Z,"nanti kalau anaknya kena polio, campak, difteri, hepatitis, tbc dan menyebabkan cacat/meninggal dunia, kan lu tinggal nyalahin rumah sakit dan nakes ya? dasar beban negara. https://x.com/mamatokaivan/s/mamatokaivan/status/1831917790607110658…",https://x.com/tubbirfess/status/1832116837137715454,16,211,773,31,,0.18155089,,True,True,True,False
148,mzhan1411,2024-09-05T11:11:38.000Z,campak sungai ikan pon lari,https://x.com/mzhan1411/status/1831651400427958368,0,0,0,404,,-0.14811228,,True,True,False,True
149,vibesooul,2024-09-04T23:52:29.000Z,"Sementara itu, beberapa penyakit infeksi virus yang dicurigai ada hubungannya dengan bell’s palsy yaitu: •Herpes simpleks. •Cacar air dan herpes zoster. •Mononukleosis menular (epstein-barr). •Infeksi sitomegalovirus. •Penyakit pernapasan (adenovirus). •Campak jerman",https://x.com/vibesooul/status/1831480486826512771,1,0,6,439,,0.1352062,,True,True,True,False
150,AqimNizar,2024-09-04T14:39:32.000Z,Awal2 lg jargon campak hamzah bawah bas,https://x.com/AqimNizar/status/1831341329252823476,1,1,2,96,,-0.11334401,,True,True,False,True
151,azmanrocks,2024-09-04T13:53:33.000Z,"Puas hati aku dah ada siasatan pasal 1BestariNet. Projek Mahiaddin bawah PM Najib.  Kos 1BestariNet kosnya RM2,000,000,000 (2 billion). Jujur cakap, ambik semua duit tu, campak dalam mulut gunung berapi, hasilnya tetap sama.",https://x.com/azmanrocks/status/1831329758908497958,0,64,76,4424,,-0.21510851,campak_as_throw,False,True,False,False
152,NamizoOzy,2024-09-04T13:16:10.000Z,Nampak sangat abahcow Mahiaddin telah kena campak ke loji kumbahan najis oleh pemimpin-pemimpin PPBM Bersatu dan PN!.,https://x.com/NamizoOzy/status/1831320350954852366,0,0,4,178,,-0.034497023,campak_as_throw,True,True,False,True
153,ayiensr_,2024-09-04T10:50:32.000Z,"Ni kalau dia jaga pemakanan, mekap lebih sikit, dress up baiki sikit, mesti boleh pergi jauh ni, jauh dari universe alam semesta campak masuk black hole https://x.com/MALAYSIAVIRALL/MALAYSIAVIRALLL/status/1831147568484733082…",https://x.com/ayiensr_/status/1831283702233763978,4,1,9,11,,-0.12804636,,False,True,False,False
154,merizachekamaru,2024-09-04T05:52:23.000Z,Jargon masuk list campak dlm gaung,https://x.com/merizachekamaru/status/1831208666923778543,0,1,24,8,,-0.087633654,campak_as_throw,True,True,False,True
155,itssyers,2024-09-04T01:28:41.000Z,sauk tu then campak depan rumah dia. jadi orang tu biar berakal sikit!,https://x.com/itssyers/status/1831142305732116605,0,0,2,3,,-0.18094443,,True,True,False,True
156,zahraa_zainal,2024-09-03T07:43:45.000Z,"Saya buat simpanan ke TH sebulan 3 atau 400 selama 2,3 tahun dan segala macam mak nenek bonus ke insentif yg dapat semua campak ke TH alhamdulillah skrg dah capai angka rm30k ke atas. Tu pun after sumbang sikit ke acc tabung haji anak. Dapat dividen lagi.",https://x.com/zahraa_zainal/status/1830874307356160161,2,1,43,12,,-0.12401645,campak_as_throw,True,True,False,True
157,sdenta,2024-10-30T15:22:56.000Z,"Rekomendasi dari IDAI untuk MMR, pertama diberikan usia 15-18 bulan, lalu selanjutnya usia 5-7 tahun sekali lagi. MR hanya melindungi campak dan rubella, jadi kalo gak divaksin yg MMR ya gak ada perlindungan dari gondongan.",https://x.com/sdenta/status/1851645971534655768,2,0,1,1,,0.17854819,,True,True,True,False
158,odin88,2024-10-30T09:48:12.000Z,saute bawang merah and putih dalam 3 minit lepas tu letak air 2 cup. letak sup bunjut and 1 kiub ayam. campak ayam yang dah basuh. siap. set pressure cook.  ayam confirm lembut gila.,https://x.com/odin88/status/1851561735251177482,1,0,0,151,,-0.095651984,,True,True,False,True
159,SaifulAdn,2024-10-30T09:44:46.000Z,Kahkahkah @wanfayhsal kena campak bawah bas,https://x.com/SaifulAdn/status/1851560870637449443,2,8,18,795,,0.04372379,,True,True,True,False
